ApsimVersion = 7.1
Title = Ponding Simulation
           Date     pond_depth     irrigation           wagt
    18/Feb/1990          0.000          0.000            0.0
    19/Feb/1990          0.000          0.000            0.0
    20/Feb/1990          0.000          0.000            0.0
    21/Feb/1990          0.000          0.000            0.0
    22/Feb/1990          0.000          0.000            0.0
    23/Feb/1990          0.000          0.000            0.0
    24/Feb/1990          0.000          0.000            0.0
    25/Feb/1990          0.000          0.000            0.0
    26/Feb/1990          0.000          0.000            0.0
    27/Feb/1990          0.000          0.000            0.0
    28/Feb/1990          0.000          0.000            0.0
    01/Mar/1990          0.000          0.000            0.0
    02/Mar/1990          0.000          0.000            0.0
    03/Mar/1990          0.000          0.000            0.0
    04/Mar/1990          0.000          0.000            0.0
    05/Mar/1990          0.000          0.000            0.0
    06/Mar/1990          0.000          0.000            0.0
    07/Mar/1990          0.000          0.000            0.0
    08/Mar/1990          0.000          0.000            0.0
    09/Mar/1990          0.000          0.000            0.0
    10/Mar/1990          0.000          0.000            0.0
    11/Mar/1990          0.000          0.000            0.0
    12/Mar/1990          0.000          0.000            0.0
    13/Mar/1990          0.000          0.000            0.0
    14/Mar/1990          0.000          0.000            0.0
    15/Mar/1990          0.000          0.000            0.0
    16/Mar/1990          0.000          0.000            0.0
    17/Mar/1990          0.000          0.000            0.0
    18/Mar/1990          0.000          0.000            0.0
    19/Mar/1990          0.000          0.000            0.0
    20/Mar/1990          0.000          0.000            0.0
    21/Mar/1990          0.000          0.000            0.0
    22/Mar/1990          0.000          0.000            0.0
    23/Mar/1990          0.000          0.000            0.0
    24/Mar/1990          0.000          0.000            0.0
    25/Mar/1990          0.000          0.000            0.0
    26/Mar/1990          0.000          0.000            0.0
    27/Mar/1990          0.000          0.000            0.0
    28/Mar/1990          0.000          0.000            0.0
    29/Mar/1990          0.000          0.000            0.0
    30/Mar/1990          0.000          0.000            0.0
    31/Mar/1990          0.000          0.000            0.0
    01/Apr/1990          0.000          0.000            0.0
    02/Apr/1990          0.000          0.000            0.0
    03/Apr/1990          0.000          0.000            0.0
    04/Apr/1990          0.000          0.000            0.0
    05/Apr/1990          0.000          0.000            0.0
    06/Apr/1990          0.000          0.000            0.0
    07/Apr/1990          0.000          0.000            0.0
    08/Apr/1990          0.000          0.000            0.0
    09/Apr/1990          0.000          0.000            0.0
    10/Apr/1990          0.000          0.000            0.0
    11/Apr/1990          0.000          0.000            0.0
    12/Apr/1990          0.000          0.000            0.0
    13/Apr/1990          0.000          0.000            0.0
    14/Apr/1990          0.000          0.000            0.0
    15/Apr/1990          0.000          0.000            0.0
    16/Apr/1990          0.000          0.000            0.0
    17/Apr/1990          0.000          0.000            0.0
    18/Apr/1990          0.000          0.000            0.0
    19/Apr/1990          0.000          0.000            0.0
    20/Apr/1990          0.000          0.000            0.0
    21/Apr/1990          0.000          0.000            0.0
    22/Apr/1990          0.000          0.000            0.0
    23/Apr/1990          0.000          0.000            0.0
    24/Apr/1990          0.000          0.000            0.0
    25/Apr/1990          0.000          0.000            0.0
    26/Apr/1990          0.000          0.000            0.0
    27/Apr/1990          0.000          0.000            0.0
    28/Apr/1990          0.000          0.000            0.0
    29/Apr/1990          0.000          0.000            0.0
    30/Apr/1990          0.000          0.000            0.0
    01/May/1990          0.000          0.000            0.0
    02/May/1990          0.000          0.000            0.0
    03/May/1990          0.000          0.000            0.0
    04/May/1990          0.000          0.000            0.0
    05/May/1990          0.000          0.000            0.0
    06/May/1990          0.000          0.000            0.0
    07/May/1990          0.000          0.000            0.0
    08/May/1990          0.000          0.000            0.0
    09/May/1990          0.000          0.000            0.0
    10/May/1990          0.000          0.000            0.0
    11/May/1990          0.000          0.000            0.0
    12/May/1990          0.000          0.000            0.0
    13/May/1990          0.000          0.000            0.0
    14/May/1990          0.000          0.000            0.0
    15/May/1990          0.000          0.000            0.0
    16/May/1990         47.434          0.000            0.0
    17/May/1990         43.238          0.000            0.0
    18/May/1990         34.900          0.000            0.0
    19/May/1990         26.426          0.000            0.0
    20/May/1990         18.506          0.000            0.0
    21/May/1990         11.292          0.000            0.0
    22/May/1990         43.673          0.000            0.0
    23/May/1990         35.750          0.000            0.0
    24/May/1990         37.045          0.000            0.0
    25/May/1990         29.268          0.000            0.0
    26/May/1990         26.154          0.000            0.0
    27/May/1990         37.327          0.000            0.0
    28/May/1990         34.645          0.000            0.0
    29/May/1990         40.351          0.000            0.0
    30/May/1990         35.779          0.000            0.0
    31/May/1990         44.554          0.000            0.0
    01/Jun/1990         39.967          0.000            0.0
    02/Jun/1990         42.367          0.000            0.0
    03/Jun/1990         37.933          0.000            0.0
    04/Jun/1990         45.262          0.000            0.0
    05/Jun/1990         47.063          0.000            0.0
    06/Jun/1990         42.539          0.000            0.0
    07/Jun/1990         45.767          0.000            0.0
    08/Jun/1990         39.036          0.000            0.0
    09/Jun/1990         31.526          0.000            0.0
    10/Jun/1990         24.547          0.000            0.0
    11/Jun/1990         26.523          0.000            0.0
    12/Jun/1990         46.286          0.000            0.0
    13/Jun/1990         38.686          0.000            0.0
    14/Jun/1990         33.445          0.000            0.0
    15/Jun/1990         33.692          0.000            0.0
    16/Jun/1990         41.372          0.000            0.0
    17/Jun/1990         34.253          0.000            0.0
    18/Jun/1990         29.684          0.000            0.0
    19/Jun/1990         25.095          0.000            0.0
    20/Jun/1990         34.200          0.000            0.0
    21/Jun/1990         35.528          0.000            0.0
    22/Jun/1990         44.618          0.000            0.0
    23/Jun/1990         47.041          0.000            0.0
    24/Jun/1990         46.181          0.000            0.0
    25/Jun/1990         44.269          0.000            0.0
    26/Jun/1990         46.132          0.000            0.0
    27/Jun/1990         44.426          0.000            0.0
    28/Jun/1990         46.650          0.000            0.0
    29/Jun/1990         45.528          0.000            0.0
    30/Jun/1990         42.572          0.000            0.0
    01/Jul/1990         47.272          0.000            0.0
    02/Jul/1990         45.239          0.000            0.0
    03/Jul/1990         41.654          0.000            0.0
    04/Jul/1990         47.231          0.000            0.0
    05/Jul/1990         47.403          0.000            0.0
    06/Jul/1990         47.261          0.000            0.0
    07/Jul/1990         47.263          0.000            0.0
    08/Jul/1990         46.705          0.000            0.0
    09/Jul/1990         46.229          0.000            0.0
    10/Jul/1990         47.396          0.000            0.0
    11/Jul/1990         46.272          0.000            0.0
    12/Jul/1990         40.510          0.000            0.0
    13/Jul/1990         35.903          0.000            0.0
    14/Jul/1990         29.376          0.000            0.0
    15/Jul/1990         24.856          0.000            0.0
    16/Jul/1990         28.271          0.000            0.0
    17/Jul/1990         45.235          0.000            0.0
    18/Jul/1990         39.246          0.000            0.0
    19/Jul/1990         33.162          0.000            0.0
    20/Jul/1990         27.822          0.000            0.0
    21/Jul/1990         24.366          0.000            0.0
    22/Jul/1990         22.165          0.000            0.0
    23/Jul/1990         42.645          0.000            0.0
    24/Jul/1990         37.509          0.000            0.0
    25/Jul/1990         30.919          0.000            0.0
    26/Jul/1990         33.386          0.000            0.0
    27/Jul/1990         33.957          0.000            0.0
    28/Jul/1990         41.449          0.000            0.0
    29/Jul/1990         47.441          0.000            0.0
    30/Jul/1990         46.772          0.000            0.0
    31/Jul/1990         46.128          0.000            0.0
    01/Aug/1990         46.920          0.000            0.0
    02/Aug/1990         46.859          0.000            0.0
    03/Aug/1990         45.378          0.000            0.0
    04/Aug/1990         47.136          0.000            0.0
    05/Aug/1990         47.188          0.000            0.0
    06/Aug/1990         43.594          0.000            0.0
    07/Aug/1990         39.158          0.000            0.0
    08/Aug/1990         45.234          0.000            0.0
    09/Aug/1990         38.026          0.000            0.0
    10/Aug/1990         36.644          0.000            0.0
    11/Aug/1990         38.663          0.000            0.0
    12/Aug/1990         34.785          0.000            0.0
    13/Aug/1990         28.892          0.000            0.0
    14/Aug/1990         46.170          0.000            0.0
    15/Aug/1990         44.902          0.000            0.0
    16/Aug/1990         38.833          0.000            0.0
    17/Aug/1990         45.292          0.000            0.0
    18/Aug/1990         44.370          0.000            0.0
    19/Aug/1990         38.285          0.000            0.0
    20/Aug/1990         29.901          0.000            0.0
    21/Aug/1990         21.897          0.000            0.0
    22/Aug/1990         26.460          0.000            0.0
    23/Aug/1990         25.807          0.000            0.0
    24/Aug/1990         19.414          0.000            0.0
    25/Aug/1990         16.027          0.000            0.0
    26/Aug/1990         12.134          0.000            0.0
    27/Aug/1990          4.488          0.000            0.0
    28/Aug/1990          0.000          0.000            0.0
    29/Aug/1990          0.000          0.000            0.0
    30/Aug/1990          0.000          0.000            0.0
    31/Aug/1990          0.000          0.000            0.0
    01/Sep/1990          0.000          0.000            0.0
    02/Sep/1990          0.000          0.000            0.0
    03/Sep/1990         27.997          0.000            0.0
    04/Sep/1990         29.610          0.000            0.0
    05/Sep/1990         28.044          0.000            0.0
    06/Sep/1990         45.108          0.000            0.0
    07/Sep/1990         44.533          0.000            0.0
    08/Sep/1990         37.073          0.000            0.0
    09/Sep/1990         30.168          0.000            0.0
    10/Sep/1990         22.796          0.000            0.0
    11/Sep/1990         18.272          0.000            0.0
    12/Sep/1990         26.663          0.000            0.0
    13/Sep/1990         20.103          0.000            0.0
    14/Sep/1990         16.163          0.000            0.0
    15/Sep/1990         17.032          0.000            0.0
    16/Sep/1990          9.458          0.000            0.0
    17/Sep/1990          4.762          0.000            0.0
    18/Sep/1990          0.646          0.000            0.0
    19/Sep/1990          0.000          0.000            0.0
    20/Sep/1990          0.000          0.000            0.0
    21/Sep/1990         21.495          0.000            0.0
    22/Sep/1990         17.070          0.000            0.0
    23/Sep/1990         10.165          0.000            0.0
    24/Sep/1990          5.756          0.000            0.0
    25/Sep/1990          0.715          0.000            0.0
    26/Sep/1990          7.159          0.000            0.0
    27/Sep/1990          4.887          0.000            0.0
    28/Sep/1990          0.000          0.000            0.0
    29/Sep/1990          0.000          0.000            0.0
    30/Sep/1990          0.000          0.000            0.0
    01/Oct/1990         17.347          0.000            0.0
    02/Oct/1990         12.039          0.000            0.0
    03/Oct/1990         19.532          0.000            0.0
    04/Oct/1990         38.415          0.000            0.0
    05/Oct/1990         47.807          0.000            0.0
    06/Oct/1990         44.846          0.000            0.0
    07/Oct/1990         37.639          0.000            0.0
    08/Oct/1990         47.335          0.000            0.0
    09/Oct/1990         47.840          0.000            0.0
    10/Oct/1990         47.858          0.000            0.0
    11/Oct/1990         44.482          0.000            0.0
    12/Oct/1990         38.192          0.000            0.0
    13/Oct/1990         31.284          0.000            0.0
    14/Oct/1990         25.017          0.000            0.0
    15/Oct/1990         18.153          0.000            0.4
    16/Oct/1990         12.001         37.999            1.6
    17/Oct/1990         43.236          6.764            2.7
    18/Oct/1990         44.839          5.161            4.1
    19/Oct/1990         43.424          6.576            5.7
    20/Oct/1990         43.218          6.782            7.6
    21/Oct/1990         43.334          6.666            9.7
    22/Oct/1990         43.762          6.238           11.4
    23/Oct/1990         45.644          4.356           13.4
    24/Oct/1990         45.780          4.220           16.0
    25/Oct/1990         45.173          4.827           18.7
    26/Oct/1990         45.806          4.194           22.2
    27/Oct/1990         45.494          4.506           26.5
    28/Oct/1990         45.252          4.748           32.3
    29/Oct/1990         44.530          5.470           39.6
    30/Oct/1990         44.333          5.667           49.3
    31/Oct/1990         43.548          6.452           60.3
    01/Nov/1990         43.521          6.479           73.0
    02/Nov/1990         43.902          6.098           81.4
    03/Nov/1990         45.860          4.140           91.2
    04/Nov/1990         46.078          3.922          103.4
    05/Nov/1990         48.238          1.762          117.0
    06/Nov/1990         48.077          1.923          133.2
    07/Nov/1990         48.151          1.849          153.8
    08/Nov/1990         47.883          2.117          182.7
    09/Nov/1990         45.008          4.992          218.5
    10/Nov/1990         44.472          5.528          264.1
    11/Nov/1990         43.752          6.248          311.2
    12/Nov/1990         47.212          2.788          368.8
    13/Nov/1990         43.780          6.220          433.2
    14/Nov/1990         43.015          6.985          502.5
    15/Nov/1990         41.811          8.189          581.4
    16/Nov/1990         41.804          8.196          663.2
    17/Nov/1990         41.795          8.205          753.3
    18/Nov/1990         41.986          8.014          849.7
    19/Nov/1990         41.995          8.005          955.5
    20/Nov/1990         41.709          8.291         1068.7
    21/Nov/1990         41.379          8.621         1189.6
    22/Nov/1990         41.165          8.835         1312.9
    23/Nov/1990         41.195          8.805         1447.6
    24/Nov/1990         40.851          9.149         1587.8
    25/Nov/1990         40.650          9.350         1735.8
    26/Nov/1990         40.979          9.021         1893.7
    27/Nov/1990         41.130          8.870         2057.7
    28/Nov/1990         41.399          8.601         2234.1
    29/Nov/1990         41.531          8.469         2413.6
    30/Nov/1990         41.391          8.609         2596.6
    01/Dec/1990         41.478          8.522         2779.3
    02/Dec/1990         41.682          8.318         2948.9
    03/Dec/1990         42.038          7.962         3144.7
    04/Dec/1990         41.836          8.164         3351.8
    05/Dec/1990         41.173          8.827         3560.1
    06/Dec/1990         41.222          8.778         3743.0
    07/Dec/1990         41.966          8.034         3947.3
    08/Dec/1990         42.223          7.777         4165.4
    09/Dec/1990         41.567          8.433         4368.8
    10/Dec/1990         41.817          8.183         4592.3
    11/Dec/1990         41.863          8.137         4787.7
    12/Dec/1990         41.920          8.080         4993.2
    13/Dec/1990         42.561          7.439         5195.2
    14/Dec/1990         42.555          7.445         5394.0
    15/Dec/1990         42.739          7.261         5535.0
    16/Dec/1990         43.576          6.424         5667.1
    17/Dec/1990         44.522          5.478         5770.0
    18/Dec/1990         44.928          5.072         5886.0
    19/Dec/1990         46.422          3.578         6075.4
    20/Dec/1990         47.787          2.213         6283.3
    21/Dec/1990         43.024          6.976         6486.9
    22/Dec/1990         42.932          7.068         6698.7
    23/Dec/1990         43.115          6.885         6902.6
    24/Dec/1990         43.014          6.986         7102.3
    25/Dec/1990         43.201          6.799         7303.0
    26/Dec/1990         43.320          6.680         7488.5
    27/Dec/1990         43.559          6.441         7683.0
    28/Dec/1990         43.611          6.389         7861.2
    29/Dec/1990         43.397          6.603         8037.1
    30/Dec/1990         43.300          6.700         8208.8
    31/Dec/1990         43.260          6.740         8403.2
    01/Jan/1991         43.072          6.928         8561.6
    02/Jan/1991         43.376          6.624         8662.3
    03/Jan/1991         44.738          5.262         8764.8
    04/Jan/1991         48.490          1.510         8941.3
    05/Jan/1991         48.086          1.914         9170.2
    06/Jan/1991         43.437          6.563         9409.8
    07/Jan/1991         42.471          7.529         9649.2
    08/Jan/1991         42.131          7.869         9884.0
    09/Jan/1991         42.068          7.932        10105.7
    10/Jan/1991         42.199          7.801        10208.4
    11/Jan/1991         43.762          6.238        10396.8
    12/Jan/1991         44.369          5.631        10574.5
    13/Jan/1991         43.375          6.625        10707.1
    14/Jan/1991         44.077          5.923        10847.9
    15/Jan/1991         44.573          5.427        11057.1
    16/Jan/1991         43.790          6.210        11313.6
    17/Jan/1991         42.679          7.321        11561.4
    18/Jan/1991         42.695          7.305        11816.5
    19/Jan/1991         42.936          7.064        12042.0
    20/Jan/1991         43.072          6.928        12306.8
    21/Jan/1991         42.981          7.019        12597.7
    22/Jan/1991         42.177          7.823        12871.6
    23/Jan/1991         42.002          7.998        13147.6
    24/Jan/1991         42.061          7.939        13400.4
    25/Jan/1991         42.175          7.825        13670.7
    26/Jan/1991         42.253          7.747        13933.9
    27/Jan/1991         42.128          7.872        14207.2
    28/Jan/1991         41.836          8.164        14475.5
    29/Jan/1991         41.576          8.424        14726.8
    30/Jan/1991         41.908          8.092        14954.7
    31/Jan/1991         42.421          7.579        15205.9
    01/Feb/1991         42.011          7.989        15451.5
    02/Feb/1991         41.481          8.519        15602.4
    03/Feb/1991         42.731          7.269        15718.7
    04/Feb/1991         48.475          1.525        15842.7
    05/Feb/1991         48.488          1.512        16104.7
    06/Feb/1991         46.645          3.355        16382.0
    07/Feb/1991         41.286          8.714        16656.5
    08/Feb/1991         41.080          8.920        16915.3
    09/Feb/1991         40.945          9.055        17149.0
    10/Feb/1991         41.091          8.909        17401.8
    11/Feb/1991         41.117          8.883        17647.6
    12/Feb/1991         40.865          9.135        17879.4
    13/Feb/1991         41.046          8.954        18099.3
    14/Feb/1991         41.199          8.801        18356.2
    15/Feb/1991         40.807          9.193        18608.6
    16/Feb/1991         40.616          9.384        18874.5
    17/Feb/1991         40.890          9.110        19133.3
    18/Feb/1991         41.053          8.947        19374.2
    19/Feb/1991         41.227          8.773        19624.6
    20/Feb/1991         41.008          8.992        19865.2
    21/Feb/1991         40.894          9.106        20116.0
    22/Feb/1991         40.737          9.263        20333.4
    23/Feb/1991         41.015          8.985        20544.4
    24/Feb/1991         41.164          8.836        20736.7
    25/Feb/1991         41.186          8.814        20927.1
    26/Feb/1991         41.291          8.709        21120.6
    27/Feb/1991         41.205          8.795        21324.5
    28/Feb/1991         41.375          8.625        21521.6
    01/Mar/1991         41.403          8.597        21687.3
    02/Mar/1991         42.038          7.962        21841.5
    03/Mar/1991         42.572          7.428        21992.0
    04/Mar/1991         42.528          0.000            0.0
    05/Mar/1991         34.385          0.000            0.0
    06/Mar/1991         27.835          0.000            0.0
    07/Mar/1991         21.633          0.000            0.0
    08/Mar/1991         16.332          0.000            0.0
    09/Mar/1991          9.596          0.000            0.0
    10/Mar/1991          2.603          0.000            0.0
    11/Mar/1991          0.000          0.000            0.0
    12/Mar/1991          0.000          0.000            0.0
    13/Mar/1991          0.000          0.000            0.0
    14/Mar/1991          0.000          0.000            0.0
    15/Mar/1991          4.168          0.000            0.0
    16/Mar/1991          0.000          0.000            0.0
    17/Mar/1991          0.000          0.000            0.0
    18/Mar/1991          0.000          0.000            0.0
    19/Mar/1991          0.000          0.000            0.0
    20/Mar/1991          0.000          0.000            0.0
    21/Mar/1991          0.000          0.000            0.0
    22/Mar/1991          0.000          0.000            0.0
    23/Mar/1991          0.000          0.000            0.0
    24/Mar/1991          0.000          0.000            0.0
    25/Mar/1991          0.000          0.000            0.0
    26/Mar/1991          0.000          0.000            0.0
    27/Mar/1991          0.000          0.000            0.0
    28/Mar/1991          0.000          0.000            0.0
    29/Mar/1991          0.000          0.000            0.0
    30/Mar/1991          0.000          0.000            0.0
    31/Mar/1991          0.000          0.000            0.0
    01/Apr/1991          0.000          0.000            0.0
    02/Apr/1991          0.000          0.000            0.0
    03/Apr/1991          0.000          0.000            0.0
    04/Apr/1991          0.000          0.000            0.0
    05/Apr/1991          0.000          0.000            0.0
    06/Apr/1991          0.000          0.000            0.0
    07/Apr/1991          0.000          0.000            0.0
    08/Apr/1991          0.000          0.000            0.0
    09/Apr/1991          0.000          0.000            0.0
    10/Apr/1991          0.000          0.000            0.0
    11/Apr/1991          0.000          0.000            0.0
    12/Apr/1991          0.000          0.000            0.0
    13/Apr/1991          0.000          0.000            0.0
    14/Apr/1991          0.000          0.000            0.0
    15/Apr/1991          0.000          0.000            0.0
    16/Apr/1991          0.000          0.000            0.0
    17/Apr/1991          0.000          0.000            0.0
    18/Apr/1991          0.000          0.000            0.0
    19/Apr/1991          0.000          0.000            0.0
    20/Apr/1991          0.000          0.000            0.0
    21/Apr/1991          0.000          0.000            0.0
    22/Apr/1991          0.000          0.000            0.0
    23/Apr/1991          0.000          0.000            0.0
    24/Apr/1991          0.000          0.000            0.0
    25/Apr/1991          0.000          0.000            0.0
    26/Apr/1991          0.000          0.000            0.0
    27/Apr/1991          0.000          0.000            0.0
    28/Apr/1991          0.000          0.000            0.0
    29/Apr/1991          0.000          0.000            0.0
    30/Apr/1991          0.000          0.000            0.0
    01/May/1991         44.548          0.000            0.0
    02/May/1991         41.392          0.000            0.0
    03/May/1991         36.889          0.000            0.0
    04/May/1991         30.999          0.000            0.0
    05/May/1991         46.115          0.000            0.0
    06/May/1991         41.655          0.000            0.0
    07/May/1991         41.668          0.000            0.0
    08/May/1991         35.666          0.000            0.0
    09/May/1991         29.704          0.000            0.0
    10/May/1991         24.257          0.000            0.0
    11/May/1991         26.622          0.000            0.0
    12/May/1991         19.328          0.000            0.0
    13/May/1991         11.616          0.000            0.0
    14/May/1991          5.196          0.000            0.0
    15/May/1991          0.000          0.000            0.0
    16/May/1991          0.000          0.000            0.0
    17/May/1991          0.000          0.000            0.0
    18/May/1991          0.000          0.000            0.0
    19/May/1991          1.991          0.000            0.0
    20/May/1991          5.175          0.000            0.0
    21/May/1991          0.000          0.000            0.0
    22/May/1991          0.000          0.000            0.0
    23/May/1991          0.000          0.000            0.0
    24/May/1991          0.000          0.000            0.0
    25/May/1991          3.613          0.000            0.0
    26/May/1991          0.000          0.000            0.0
    27/May/1991          0.000          0.000            0.0
    28/May/1991          0.000          0.000            0.0
    29/May/1991          0.000          0.000            0.0
    30/May/1991         19.184          0.000            0.0
    31/May/1991         11.692          0.000            0.0
    01/Jun/1991          5.766          0.000            0.0
    02/Jun/1991          2.419          0.000            0.0
    03/Jun/1991         46.977          0.000            0.0
    04/Jun/1991         44.375          0.000            0.0
    05/Jun/1991         38.084          0.000            0.0
    06/Jun/1991         46.053          0.000            0.0
    07/Jun/1991         47.361          0.000            0.0
    08/Jun/1991         47.401          0.000            0.0
    09/Jun/1991         46.193          0.000            0.0
    10/Jun/1991         45.663          0.000            0.0
    11/Jun/1991         46.659          0.000            0.0
    12/Jun/1991         47.404          0.000            0.0
    13/Jun/1991         45.922          0.000            0.0
    14/Jun/1991         45.238          0.000            0.0
    15/Jun/1991         42.937          0.000            0.0
    16/Jun/1991         40.181          0.000            0.0
    17/Jun/1991         47.121          0.000            0.0
    18/Jun/1991         46.643          0.000            0.0
    19/Jun/1991         47.399          0.000            0.0
    20/Jun/1991         46.482          0.000            0.0
    21/Jun/1991         38.879          0.000            0.0
    22/Jun/1991         32.648          0.000            0.0
    23/Jun/1991         46.820          0.000            0.0
    24/Jun/1991         41.173          0.000            0.0
    25/Jun/1991         33.984          0.000            0.0
    26/Jun/1991         29.387          0.000            0.0
    27/Jun/1991         36.237          0.000            0.0
    28/Jun/1991         31.185          0.000            0.0
    29/Jun/1991         24.646          0.000            0.0
    30/Jun/1991         17.887          0.000            0.0
