ApsimVersion = 7.0
Title = Grass Grazing Simulation
           Date     green_pool      dead_pool   paddockState            alw  stocking_rate      acc_eaten
     18/07/1988            0.8            0.1          empty          0.000          0.000            0.0
     19/07/1988            0.8            0.1          empty          0.000          0.000            0.0
     20/07/1988            0.8            0.1          empty          0.000          0.000            0.0
     21/07/1988            1.2            0.1          empty          0.000          0.000            0.0
     22/07/1988            1.3            0.1          empty          0.000          0.000            0.0
     23/07/1988            1.3            0.1          empty          0.000          0.000            0.0
     24/07/1988            1.3            0.1          empty          0.000          0.000            0.0
     25/07/1988            1.3            0.1          empty          0.000          0.000            0.0
     26/07/1988            1.5            0.1          empty          0.000          0.000            0.0
     27/07/1988            1.5            0.1          empty          0.000          0.000            0.0
     28/07/1988            1.0            0.6          empty          0.000          0.000            0.0
     29/07/1988            1.0            0.6          empty          0.000          0.000            0.0
     30/07/1988            1.1            0.6          empty          0.000          0.000            0.0
     31/07/1988            1.1            0.6          empty          0.000          0.000            0.0
     01/08/1988            1.1            0.6          empty          0.000          0.000            0.0
     02/08/1988            1.2            0.6          empty          0.000          0.000            0.0
     03/08/1988            1.5            0.6          empty          0.000          0.000            0.0
     04/08/1988            1.7            0.6          empty          0.000          0.000            0.0
     05/08/1988            2.1            0.6          empty          0.000          0.000            0.0
     06/08/1988            2.3            0.6          empty          0.000          0.000            0.0
     07/08/1988            2.3            0.6          empty          0.000          0.000            0.0
     08/08/1988            2.3            0.6          empty          0.000          0.000            0.0
     09/08/1988            0.5            2.4        stocked        400.110          0.800            0.0
     10/08/1988            0.0            2.8        stocked        400.219          0.800            0.0
     11/08/1988            0.0            2.8        stocked        400.329          0.800            0.0
     12/08/1988            0.0            2.8        stocked        400.438          0.800            0.0
     13/08/1988            0.0            2.8        stocked        400.548          0.800            0.0
     14/08/1988            0.0            2.8        stocked        400.658          0.800            0.0
     15/08/1988            0.0            2.8        stocked        400.767          0.800            0.0
     16/08/1988            0.2            2.8        stocked        400.877          0.800            0.0
     17/08/1988            0.5            2.8        stocked        400.986          0.800            0.0
     18/08/1988            1.0            2.8        stocked        401.096          0.800            0.0
     19/08/1988            1.5            2.8        stocked        401.205          0.800            0.0
     20/08/1988            2.0            2.8        stocked        401.315          0.800            0.0
     21/08/1988            2.8            2.8        stocked        401.425          0.800            0.0
     22/08/1988            3.4            2.8        stocked        401.534          0.800            0.0
     23/08/1988            3.9            2.8        stocked        401.644          0.800            0.0
     24/08/1988            3.9            2.8        stocked        401.753          0.800            0.0
     25/08/1988            3.9            2.8        stocked        401.863          0.800            0.0
     26/08/1988            3.9            2.8        stocked        401.973          0.800            0.0
     27/08/1988            4.1            2.8        stocked        402.082          0.800            0.0
     28/08/1988            4.3            2.8        stocked        402.192          0.800            0.0
     29/08/1988            4.3            2.8        stocked        402.301          0.800            0.0
     30/08/1988            4.3            2.8        stocked        402.411          0.800            0.0
     31/08/1988            4.3            2.8        stocked        402.521          0.800            0.0
     01/09/1988            4.5            2.8        stocked        402.904          0.800            0.0
     02/09/1988            4.9            2.8        stocked        403.288          0.800            0.0
     03/09/1988            5.5            2.8        stocked        403.671          0.800            0.0
     04/09/1988            6.2            2.8        stocked        404.055          0.800            0.0
     05/09/1988            6.6            2.8        stocked        404.438          0.800            0.0
     06/09/1988            7.0            2.8        stocked        404.822          0.800            0.0
     07/09/1988            7.3            2.9        stocked        405.206          0.800            0.0
     08/09/1988            7.6            2.9        stocked        405.589          0.800            0.0
     09/09/1988            7.9            2.9        stocked        405.973          0.800            0.0
     10/09/1988            8.3            2.9        stocked        406.356          0.800            0.0
     11/09/1988            9.1            2.9        stocked        406.740          0.800            0.0
     12/09/1988            9.7            2.9        stocked        407.123          0.800            0.0
     13/09/1988           10.1            2.9        stocked        407.507          0.800            0.0
     14/09/1988           10.1            2.9        stocked        407.891          0.800            0.0
     15/09/1988           10.4            2.9        stocked        408.274          0.800            0.0
     16/09/1988           10.7            3.0        stocked        408.658          0.800            0.0
     17/09/1988           11.4            3.0        stocked        409.041          0.800            0.0
     18/09/1988           11.9            3.0        stocked        409.425          0.800            0.0
     19/09/1988           11.9            3.0        stocked        409.808          0.800            0.0
     20/09/1988           11.9            3.0        stocked        410.192          0.800            0.0
     21/09/1988           11.9            3.0        stocked        410.576          0.800            0.0
     22/09/1988           12.1            3.1        stocked        410.959          0.800            0.0
     23/09/1988           12.7            3.1        stocked        411.343          0.800            0.0
     24/09/1988           13.5            3.1        stocked        411.726          0.800            0.0
     25/09/1988           14.3            3.1        stocked        412.110          0.800            0.0
     26/09/1988           15.1            3.1        stocked        412.493          0.800            0.0
     27/09/1988           16.0            3.2        stocked        412.877          0.800            0.0
     28/09/1988           17.1            3.2        stocked        413.261          0.800            0.0
     29/09/1988           18.0            3.2        stocked        413.644          0.800            0.0
     30/09/1988           19.4            3.3        stocked        414.028          0.800            0.0
     01/10/1988           20.6            3.3        stocked        414.411          0.800            0.0
     02/10/1988           21.3            3.3        stocked        414.795          0.800            0.0
     03/10/1988           22.1            3.4        stocked        415.179          0.800            0.0
     04/10/1988           23.4            3.4        stocked        415.562          0.800            0.0
     05/10/1988           24.8            3.4        stocked        415.946          0.800            0.0
     06/10/1988           26.1            3.5        stocked        416.329          0.800            0.0
     07/10/1988           27.4            3.5        stocked        416.713          0.800            0.0
     08/10/1988           28.4            3.6        stocked        417.096          0.800            0.0
     09/10/1988           29.7            3.6        stocked        417.480          0.800            0.0
     10/10/1988           30.7            3.7        stocked        417.864          0.800            0.0
     11/10/1988           31.3            3.7        stocked        418.247          0.800            0.0
     12/10/1988           32.5            3.8        stocked        418.631          0.800            0.0
     13/10/1988           33.8            3.8        stocked        419.014          0.800            0.0
     14/10/1988           35.2            3.9        stocked        419.398          0.800            0.0
     15/10/1988           36.5            4.0        stocked        419.781          0.800            0.0
     16/10/1988           37.8            4.0        stocked        420.165          0.800            0.0
     17/10/1988           39.2            4.1        stocked        420.549          0.800            0.0
     18/10/1988           40.0            4.2        stocked        420.932          0.800            0.0
     19/10/1988           40.9            4.2        stocked        421.316          0.800            0.0
     20/10/1988           41.3            4.3        stocked        421.699          0.800            1.0
     21/10/1988           41.6            4.4        stocked        422.083          0.800            2.0
     22/10/1988           41.9            4.5        stocked        422.466          0.800            3.0
     23/10/1988           42.2            4.5        stocked        422.850          0.800            4.0
     24/10/1988           42.3            4.6        stocked        423.234          0.800            5.0
     25/10/1988           42.2            4.7        stocked        423.617          0.800            6.0
     26/10/1988           42.1            4.8        stocked        424.001          0.800            7.0
     27/10/1988           42.3            4.8        stocked        424.384          0.800            8.0
     28/10/1988           42.6            4.9        stocked        424.768          0.800            9.0
     29/10/1988           42.9            5.0        stocked        425.151          0.800           10.0
     30/10/1988           43.3            5.1        stocked        425.535          0.800           11.0
     31/10/1988           43.6            5.1        stocked        425.919          0.800           12.0
     01/11/1988           43.9            5.2        stocked        426.302          0.800           13.0
     02/11/1988           44.2            5.3        stocked        426.686          0.800           14.0
     03/11/1988           44.6            5.4        stocked        427.069          0.800           15.0
     04/11/1988           44.9            5.4        stocked        427.453          0.800           16.0
     05/11/1988           45.2            5.5        stocked        427.837          0.800           17.0
     06/11/1988           45.7            5.6        stocked        428.220          0.800           18.0
     07/11/1988           45.9            5.7        stocked        428.604          0.800           19.0
     08/11/1988           46.3            5.8        stocked        428.987          0.800           20.0
     09/11/1988           46.2            5.8        stocked        429.371          0.800           21.0
     10/11/1988           46.5            5.9        stocked        429.754          0.800           22.0
     11/11/1988           46.8            6.0        stocked        430.138          0.800           23.0
     12/11/1988           47.1            6.1        stocked        430.522          0.800           24.0
     13/11/1988           47.4            6.2        stocked        430.905          0.800           25.0
     14/11/1988           47.5            6.3        stocked        431.289          0.800           26.0
     15/11/1988           47.8            6.3        stocked        431.672          0.800           27.0
     16/11/1988           48.3            6.4        stocked        432.056          0.800           28.0
     17/11/1988           48.4            6.5        stocked        432.439          0.800           29.0
